"","Variable","Phenotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"305","g__Thermus","NASH",4.36887552712745,0.222807317366918,0.110050891912638,2.02458438541133,0.0429100589508646,0.123872434329854
"306","g__Actinomyces","NASH",2.02860440997508,0.018449667495873,0.1054400596687,0.174977779354859,0.861097093713145,0.999261480805125
"307","g__Brevibacterium","NASH",2.09822032620335,0.0921846391763763,0.105008270167545,0.877879799650942,0.380008952622508,0.755082724042127
"308","g__Corynebacterium","NASH",6.40616674849569,0.437675175834677,0.101550608064761,4.30992176389099,1.63312311971358e-05,0.000113576289689172
"309","g__Leucobacter","NASH",2.0261847627841,0.0158382298322571,0.10546194496085,0.15017957271826,0.880622941716841,0.999261480805125
"310","g__Micrococcus","NASH",2.03582294032015,-0.0488377275052053,0.104586428644552,-0.466960466459616,0.640528162822276,0.980008089118082
"311","g__Rothia","NASH",2.02621151773854,0.0158386899862189,0.105460500209401,0.150185993379226,0.880617876219726,0.999261480805125
"312","g__Mycobacterium","NASH",5.1279849024888,-0.00225202789447446,0.0664584392068174,-0.0338862591621538,0.972967850496416,0.999261480805125
"313","g__Rhodococcus","NASH",2.01177341022785,7.13860043838129e-05,0.105654747448464,0.000675653542389407,0.999460906511092,0.999460906511092
"314","g__Bifidobacterium","NASH",74.8253091905176,1.02289215605897,0.167686126147695,6.10004047179209,1.06041612429548e-09,1.62243667017209e-08
"315","k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__","NASH",105.530559411514,0.171909557677165,0.204868886992892,0.83911988882494,0.401402036352283,0.787365532844863
"316","g__Adlercreutzia","NASH",24.4623672698713,0.0502121518480199,0.0742077179705822,0.676643255192476,0.498632327707595,0.857199394823169
"317","k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f___g__","NASH",296.152161975671,0.386665745808491,0.232077549733889,1.66610577478028,0.0956923485552216,0.244015488815815
"318","g__Odoribacter","NASH",177.460696631926,0.380733622268101,0.197773527883988,1.92509900764594,0.05421697309631,0.14812851578099
"319","g__Bacteroides","NASH",2017.01231295768,-0.257979709490191,0.143307278141294,-1.8001856767933,0.0718313247004019,0.189486080675198
"320","g__Parabacteroides","NASH",751.06079581928,-0.0383949473840796,0.171434495830344,-0.223962786474877,0.822786259802987,0.999261480805125
"321","g__Prevotella","NASH",955.866545318245,-1.89255717174562,0.282101208066433,-6.70878790175168,1.96247666227341e-11,3.75323661659789e-10
"322","k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__","NASH",709.738936039101,-0.111787087552972,0.154355365535272,-0.724218994042211,0.468931299389685,0.824672285133583
"323","g__AF12","NASH",161.281555144305,0.454732035759393,0.212317577841373,2.14175406663284,0.0322132774533482,0.0985726290072454
"324","g__Alistipes","NASH",2.49521119935249,-0.128873715432218,0.0950958602853507,-1.35519795546842,0.175354495927097,0.406503604194633
"325","k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__S24-7_g__","NASH",5506.27072488117,-1.02506181614432,0.139887114589363,-7.32777868178481,2.33998725262744e-13,5.11454356645711e-12
"326","g__Chryseobacterium","NASH",3.03448427317316,-0.00785882424904344,0.0860653975857589,-0.0913122401045391,0.927244492424276,0.999261480805125
"327","k__Bacteria_p__Bacteroidetes_c__Flavobacteriia_o__Flavobacteriales_f__Flavobacteriaceae_g__","NASH",2.01659597455277,0.00534649270552989,0.105590570125298,0.0506341873065516,0.959617020224241,0.999261480805125
"328","k__Bacteria_p__Cyanobacteria_c__4C0d-2_o__YS2_f___g__","NASH",23.4588235789627,-0.177619685830407,0.0921615408760365,-1.92726471521692,0.0539466485379713,0.14812851578099
"329","k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__CAB-I_f___g__","NASH",2.01177341022785,7.13860043838129e-05,0.105654747448464,0.000675653542389407,0.999460906511092,0.999460906511092
"330","k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__Streptophyta_f___g__","NASH",5.12323091504364,-0.0400518612908002,0.0661520156509464,-0.605451865626217,0.544878798092762,0.892231496146042
"331","g__Mucispirillum","NASH",492.554967574306,-0.0938063486136192,0.222698113335773,-0.421226507977563,0.673589689496176,0.999261480805125
"332","k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f___g__","NASH",2.02861186186964,0.00330724272441029,0.105268655358557,0.0314171650919776,0.974936852144377,0.999261480805125
"333","g__Anoxybacillus","NASH",2.06467546644351,-0.00266173267844181,0.104443139396509,-0.0254849930193765,0.979668118436397,0.999261480805125
"334","g__Bacillus","NASH",17.2563547797306,-0.0012182286479002,0.0363424197149894,-0.0335208458174771,0.973259242613373,0.999261480805125
"335","g__Geobacillus","NASH",9.35589184477575,0.0727355461097111,0.099808553449483,0.728750629038275,0.466154216786773,0.824672285133583
"336","g__Oceanobacillus","NASH",2.04298921077884,0.0340174279890656,0.105322478831106,0.322983548873888,0.746707701032577,0.999261480805125
"337","k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Planococcaceae_g__","NASH",7.40142922083093,0.102700850213492,0.0592825773704285,1.73239516176505,0.0832032288397285,0.215764305296245
"338","g__Rummeliibacillus","NASH",2.02378160643656,0.0132223380162915,0.105495763368268,0.125335251332648,0.900258145681743,0.999261480805125
"339","g__Sporosarcina","NASH",6.34766162540587,0.0708344870958824,0.0622870193857647,1.13722711079142,0.255443356306618,0.57474755168989
"340","g__Jeotgalicoccus","NASH",1.12370272574408,-0.107852387940012,0.140759383459325,-0.76621810418186,0.44354653785573,0.824672285133583
"341","k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Staphylococcaceae_g__Staphylococcus","NASH",23.5090619625858,0.0341420486164583,0.0443115622969012,0.77049977131693,0.441003490630001,0.824672285133583
"342","k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f___g__","NASH",4.1101789198968,0.0130941591906296,0.0742010514944611,0.176468647369601,0.859925777899063,0.999261480805125
"343","k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Aerococcaceae_g__","NASH",3.13551785865371,0.0640329732072444,0.0858607421288848,0.745777075990387,0.455802090074382,0.824672285133583
"344","g__Aerococcus","NASH",3.90699439335372,0.327155674638645,0.113839855986807,2.87382368681633,0.0040553528445096,0.0147730710764278
"345","g__Enterococcus","NASH",11.8879409781692,0.2876101788531,0.0716365525450087,4.01485231540695,5.94830289624042e-05,0.000337070497453624
"346","g__Tetragenococcus","NASH",2.94468441406036,0.0872271786339117,0.117768272599709,0.74066789559183,0.45889482976232,0.824672285133583
"347","g__Lactobacillus","NASH",1031.90787905577,0.659729484805073,0.178276164970572,3.70060397537706,0.000215086926240758,0.00109694332382786
"348","k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Leuconostocaceae_g__","NASH",2.70394318793019,0.604186880150793,0.133199486298432,4.53595503211718,5.73433983225759e-06,5.16090584903183e-05
"349","g__Leuconostoc","NASH",2.42247525581042,0.38590654648542,0.123548092848627,3.12353301121563,0.00178693818861759,0.00738923088806734
"350","g__Weissella","NASH",2.01899008805238,0.00797653740363652,0.105560813062402,0.0755634327950964,0.939766429656564,0.999261480805125
"351","g__Lactococcus","NASH",6.2494214078153,-0.0368769019981676,0.0600607678407259,-0.613993182637305,0.539219832194055,0.892231496146042
"352","g__Streptococcus","NASH",16.9671398198203,0.131965630770175,0.0469875168382858,2.80852532012606,0.00497689685807089,0.0177084934717406
"353","g__Turicibacter","NASH",16.0849121099495,-1.23366773825158,0.233416151882015,-5.28527151315204,1.25518449617272e-07,1.37173734224591e-06
"354","k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f___g__","NASH",6068.95111483416,0.00723454993909812,0.10563146884698,0.0684885860062994,0.945396705789219,0.999261480805125
"355","k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__[Mogibacteriaceae]_g__","NASH",27.5918987456951,0.14168206308393,0.0777752328667657,1.82168613145319,0.0685026234635407,0.183875462981083
"356","g__Anaerococcus","NASH",1.06831188112753,0.131302640732515,0.14929550349299,0.87948154941371,0.379140232789655,0.755082724042127
"357","k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Christensenellaceae_g__","NASH",10.31378192898,-0.2421295292273,0.101313254065947,-2.38990970588797,0.0168525154616309,0.0537662961143887
"358","k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__","NASH",71.6978830995318,0.38211749730795,0.132468340965724,2.88459487393158,0.00391917648115629,0.0147730710764278
"359","g__02d06","NASH",2.08390988824451,0.00306251248138302,0.103892995009921,0.0294775646913497,0.976483711947581,0.999261480805125
"360","g__Candidatus Arthromitus","NASH",6.56862639399482,-1.77507679707107,0.212609360766565,-8.34900585125234,6.88399278102507e-17,2.63312723874209e-15
"361","k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium","NASH",11.709401603287,-0.0932870390699899,0.045791138162812,-2.03722909743594,0.0416270892455582,0.122479704895585
"362","g__Sarcina","NASH",1.6480574102384,-0.0220374253215595,0.135957776200795,-0.162090216075707,0.871234810752917,0.999261480805125
"363","g__SMB53","NASH",4.53419900868856,0.214068488569945,0.137421067959797,1.55775596673846,0.119291107832433,0.294379669328423
"364","g__Thermoanaerobacterium","NASH",2.05983643874208,-0.00782393510195137,0.104458323153051,-0.0749000641192359,0.94029422554232,0.999261480805125
"365","g__Dehalobacterium","NASH",69.8773263170281,-0.00830457492777592,0.124509052599243,-0.0666985633125478,0.946821678077393,0.999261480805125
"366","g__Anaerofustis","NASH",2.15608842459039,-0.0997250444665687,0.101211745946438,-0.985310978820023,0.324471341555086,0.697354958253069
"367","k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__","NASH",1608.87359259017,-0.308695495831114,0.0954175730972771,-3.23520590401521,0.00121555037655262,0.00531369164607288
"368","g__[Ruminococcus]","NASH",791.888741080002,0.263765276336044,0.136422031355892,1.93345073163399,0.0531806968239594,0.14812851578099
"369","g__Anaerostipes","NASH",2.23786882486022,-0.360039818599215,0.103825115611838,-3.46775263843929,0.000524830151101233,0.00250934415995277
"370","g__Blautia","NASH",14.0707201053782,-0.33330145103375,0.0643778132751905,-5.177272014646,2.25153824949189e-07,2.29656901448173e-06
"371","k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Clostridium","NASH",1.06608231817484,-0.229412592183851,0.142053733853949,-1.61497051826684,0.106317079484422,0.266664150182238
"372","g__Coprococcus","NASH",126.216125447166,0.466234450760938,0.111207110226545,4.19248778078264,2.75911948050012e-05,0.000168858112206607
"373","g__Dorea","NASH",90.2754965482566,-0.466578423903109,0.123926067660589,-3.76497400999589,0.000166566406564502,0.000878781386357544
"374","g__Roseburia","NASH",58.6591504153746,0.393765532211044,0.122301633959145,3.21962609545005,0.00128357895527385,0.00545521055991386
"375","k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Peptococcaceae_g__","NASH",19.15891528371,0.021893010200502,0.221135326732222,0.0990027713980446,0.921136069659487,0.999261480805125
"376","g__rc4-4","NASH",1.12616262030307,-0.427329402019536,0.146311094566199,-2.92069035015106,0.00349256767780445,0.013701611659079
"377","k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Peptostreptococcaceae_g__","NASH",171.052685461424,1.17574904705406,0.189892904114915,6.19164287646342,5.9540332258662e-10,1.01218564839725e-08
"378","k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__","NASH",478.845620393186,0.0876992500872094,0.0912477903458598,0.961110945862905,0.336496386619736,0.705259550038624
"379","g__Anaerotruncus","NASH",6.12905015626938,-0.124186704248518,0.207154674735216,-0.599487819462695,0.548847630251564,0.892231496146042
"380","g__Faecalibacterium","NASH",3.03687270389636,-0.0262189348307577,0.0858934465139352,-0.30524953759428,0.760176106031383,0.999261480805125
"381","g__Oscillospira","NASH",1701.53246493158,0.353421095931206,0.122926555281499,2.87505897421334,0.00403952039564011,0.0147730710764278
"382","k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__Ruminococcus","NASH",360.365291338055,0.0134113949789641,0.105504106405926,0.127117279467435,0.898847575369539,0.999261480805125
"383","g__Veillonella","NASH",5.05109494370422,0.00347657850251141,0.0668874882789237,0.0519765144717937,0.958547406849564,0.999261480805125
"384","g__Caldicellulosiruptor","NASH",3.09946953188049,-0.00588541317636633,0.0852794904243114,-0.0690132310486757,0.944979087756934,0.999261480805125
"385","k__Bacteria_p__Firmicutes_c__Erysipelotrichi_o__Erysipelotrichales_f__Erysipelotrichaceae_g__","NASH",76.4376115734701,0.600869239912605,0.175226827419571,3.42909387084808,0.000605600032050632,0.00272520014422784
"386","g__[Eubacterium]","NASH",2.17537429717517,0.00422182138789723,0.1033263389567,0.0408591016629985,0.967408222345504,0.999261480805125
"387","g__Allobaculum","NASH",2526.08042793865,1.15168115708057,0.209633710011151,5.49377844345412,3.93424012916736e-08,5.01615616468838e-07
"388","k__Bacteria_p__Firmicutes_c__Erysipelotrichi_o__Erysipelotrichales_f__Erysipelotrichaceae_g__Clostridium","NASH",2.65152323171219,0.282249898463205,0.108996733637167,2.58952620913183,0.00961081064852855,0.0319663919396711
"389","g__Coprobacillus","NASH",4.29768353164113,-0.400288583806645,0.0954515851183273,-4.19362950662814,2.74526227104668e-05,0.000168858112206607
"390","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o___f___g__","NASH",1.15982546979343,-0.166223995782899,0.137346325567831,-1.21025440684837,0.226181286838347,0.516503535615927
"391","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Caulobacterales_f__Caulobacteraceae_g__","NASH",6.90455354489752,-0.24539359062076,0.118022407634688,-2.07921186780329,0.0375978813287125,0.112793643986137
"392","g__Mycoplana","NASH",1.06120571116253,0.116765852673323,0.14830999941177,0.787309373180783,0.431100784036393,0.824480249469601
"393","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__RF32_f___g__","NASH",2.05269575558914,-0.0674105757634388,0.103941554350361,-0.648543079663931,0.516633757022112,0.87827738693759
"394","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f___g__","NASH",2.1007726989889,-0.0591193594023318,0.102914658900635,-0.574450326453611,0.565663105399778,0.892231496146042
"395","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__Bradyrhizobiaceae_g__","NASH",3.06334850187552,0.0180681885075667,0.085929803826547,0.210266842270909,0.833459412815138,0.999261480805125
"396","g__Ochrobactrum","NASH",2.02139571881897,0.0106019924536377,0.105528247482043,0.100465919851855,0.91997443793206,0.999261480805125
"397","g__Devosia","NASH",2.02380120660206,0.0132226749816252,0.105506078780422,0.125326191006909,0.900265318221597,0.999261480805125
"398","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__Methylobacteriaceae_g__","NASH",3.07057179736225,0.0282604722811018,0.0859694025810324,0.32872709862633,0.742361969894315,0.999261480805125
"399","g__Agrobacterium","NASH",2.05267333061534,-0.0821140555570462,0.103937209901075,-0.790035211020197,0.429507205111323,0.824480249469601
"400","g__Acetobacter","NASH",1.05880476530117,0.11188437109436,0.147774815375524,0.757127463228701,0.448973502088993,0.824672285133583
"401","g__Sarcandra","NASH",1.19590855468979,-0.0711027157549064,0.137922087779595,-0.515528128232307,0.606184019050291,0.94638933586423
"402","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Sphingomonadales_f___g__","NASH",2.03102043080047,0.0210563302379848,0.105399035402927,0.19977725751938,0.841654788640035,0.999261480805125
"403","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Sphingomonadales_f__Sphingomonadaceae_g__","NASH",5.27860312300542,-0.0314447835130364,0.0953283562561734,-0.329857607410493,0.741507556679518,0.999261480805125
"404","g__Novosphingobium","NASH",3.21468283152942,-0.0215931049930378,0.0847964348720064,-0.254646377829809,0.798996235340856,0.999261480805125
"405","g__Sphingobium","NASH",12.581289212639,-0.491426763640175,0.113272182297115,-4.33845939642225,1.43484986472296e-05,0.000104539061572673
"406","g__Sphingomonas","NASH",5.09435924671638,0.0162395813838201,0.0667113338055244,0.243430620517369,0.807671825353059,0.999261480805125
"407","k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f___g__","NASH",2.02859133826382,0.003306742640066,0.105268631013705,0.0314124218033719,0.974940634874095,0.999261480805125
"408","g__Achromobacter","NASH",3.94158322123095,-0.0532653286174637,0.0909644376800161,-0.585562116096778,0.558169812804935,0.892231496146042
"409","g__Sutterella","NASH",177.725139678888,-0.621314381695193,0.224845899066503,-2.76328980993079,0.00572219340469506,0.019897627066326
"410","g__Burkholderia","NASH",3.09223942003729,0.0187087323533768,0.0856049994180119,0.218547193278064,0.82700279193817,0.999261480805125
"411","k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__Comamonadaceae_g__","NASH",15.5240318908778,-0.272634730895808,0.0716721615300413,-3.80391389174908,0.000142427706725228,0.000778265683177137
"412","g__Acidovorax","NASH",1.20296156084259,-0.194246586009667,0.139768500395405,-1.38977370051295,0.16459760662831,0.393491153345803
"413","g__Comamonas","NASH",2.018990578918,-0.0072042113896594,0.105390570962535,-0.0683572669154662,0.945501238282915,0.999261480805125
"414","g__Delftia","NASH",2.05268524775757,0.044305398328103,0.105287596107506,0.42080358908436,0.67389851062078,0.999261480805125
"415","g__Pelomonas","NASH",1.16938194147094,-0.134495715946154,0.137547544195911,-0.977812557340825,0.328167039177915,0.697354958253069
"416","k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__Oxalobacteraceae_g__","NASH",3.02728936786789,-0.00302764768694535,0.0862062777118531,-0.0351209652859082,0.971983283843043,0.999261480805125
"417","g__Oxalobacter","NASH",2.18501884439139,-0.138403294241784,0.100364810019389,-1.37900220420929,0.167894074294258,0.395196821031099
"418","g__Ralstonia","NASH",3.12342230922714,0.00136210259460959,0.0851176474903686,0.0160025874160082,0.987232327500424,0.999460906511092
"419","k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Rhodocyclales_f__Rhodocyclaceae_g__","NASH",4.14135172995365,-0.0257672548277743,0.0736897570023972,-0.349672137294958,0.726584766392879,0.999261480805125
"420","g__Dechloromonas","NASH",2.86080466760085,-0.494679844075746,0.112407529659995,-4.40077142138103,1.07866707434584e-05,8.68610854604805e-05
"421","k__Bacteria_p__Proteobacteria_c__Deltaproteobacteria_o__Desulfovibrionales_f__Desulfovibrionaceae_g__","NASH",1853.45684185205,0.262268327314599,0.26799750176131,0.978622284129297,0.327766644451065,0.697354958253069
"422","g__Bilophila","NASH",444.428257045648,0.864307600691889,0.250446306435546,3.45106946472108,0.000558369835598049,0.00258880560140914
"423","g__Desulfovibrio","NASH",366.313983564255,0.510273297313296,0.174304574246839,2.92748081637077,0.00341720141099149,0.013701611659079
"424","k__Bacteria_p__Proteobacteria_c__Epsilonproteobacteria_o__Campylobacterales_f__Helicobacteraceae_g__","NASH",517.257271761883,1.16227505015225,0.277003723246693,4.19588241099978,2.7181124878564e-05,0.000168858112206607
"425","g__Flexispira","NASH",56.4434200584981,-1.10852249230551,0.248081384589417,-4.46838239854294,7.88133219680993e-06,6.69913236728844e-05
"426","g__Helicobacter","NASH",834.610672584826,-0.219480871807531,0.223519089937438,-0.981933453061944,0.326132633728478,0.697354958253069
"427","k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae_g__","NASH",707.30205428388,3.53979068708045,0.223654720337648,15.8270332132337,2.02548915785785e-56,1.54949920576125e-54
"428","g__Aquamonas","NASH",2.21569702952674,1.47120892510841,0.191690547557628,7.67491638921903,1.65526582632567e-14,5.06511342855655e-13
"429","g__Enterobacter","NASH",6.11381336707684,0.397537953441985,0.095568880076319,4.15970086836344,3.18664664766137e-05,0.000187521898881612
"430","g__Erwinia","NASH",13.4787631963867,0.0594953319730724,0.0415029641254383,1.43352006842822,0.15170926796709,0.368436793634362
"431","g__Klebsiella","NASH",48.6687951011883,2.41197616058359,0.229297699565864,10.5189723453408,7.06398244177025e-26,3.60263104530283e-24
"432","g__Pantoea","NASH",2.04549911339777,0.0365978739884343,0.105220071665337,0.34782217317659,0.727973736408319,0.999261480805125
"433","g__Plesiomonas","NASH",3.05377982206648,0.0212121821423597,0.0860657380110496,0.246464884082402,0.805322384573456,0.999261480805125
"434","g__Proteus","NASH",3.99420189328159,0.227751400942177,0.10238938410383,2.2243653766998,0.0261238713677166,0.0815704554951151
"435","g__Raoultella","NASH",2.21330079432036,1.45776976963566,0.194727144090929,7.48621758122713,7.08868424530416e-14,1.80761448255256e-12
"436","g__Salmonella","NASH",3.34196329684117,0.885993037296219,0.151170083436829,5.86090195330518,4.60359748428772e-09,6.40318559178201e-08
"437","g__Serratia","NASH",14.7925447772137,0.253033858178997,0.0576728014276998,4.38740362727493,1.14711794201268e-05,8.77545225639702e-05
"438","g__Sodalis","NASH",2.02140942765644,0.0106022271029444,0.1055253353185,0.100470916021678,0.919970471633611,0.999261480805125
"439","g__Trabulsiella","NASH",3.03694231041352,0.00903734453774485,0.0861893895664166,0.104854490595745,0.916491271070459,0.999261480805125
"440","g__Legionella","NASH",2.0165899414927,0.0053463896689682,0.10559056370627,0.0506332145724752,0.959617795359471,0.999261480805125
"441","k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Oceanospirillales_f__Endozoicimonaceae_g__","NASH",3.03452575436926,0.0123499858858369,0.0862482242727287,0.143191190195227,0.886139187330533,0.999261480805125
"442","g__Aggregatibacter","NASH",3.18376574612539,0.0774212681651178,0.0849561629212704,0.911308438410345,0.362132881499544,0.748734200938246
"443","k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Moraxellaceae_g__","NASH",2.01658467176104,-0.00984403656719494,0.105423523133696,-0.0933760917353416,0.925604783551243,0.999261480805125
"444","g__Acinetobacter","NASH",9.29102223005965,0.0287602790522789,0.0497456481448057,0.578146634426391,0.563165124478331,0.892231496146042
"445","k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Pseudomonadaceae_g__","NASH",8.46560303445863,-0.0567971950261546,0.13881722662479,-0.409150913090003,0.682428914915766,0.999261480805125
"446","g__Pseudomonas","NASH",23.7489840112998,-0.119762975734756,0.0501189340732326,-2.38957547580243,0.0168678576045141,0.0537662961143887
"447","k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Xanthomonadales_f__Xanthomonadaceae_g__","NASH",3.236580586344,0.0169854352144824,0.0843435557061545,0.201383912170577,0.840398393752574,0.999261480805125
"448","g__Ignatzschineria","NASH",1.06838533659356,0.131312404206046,0.147761544256519,0.888677800890357,0.374176264920393,0.755082724042127
"449","g__Stenotrophomonas","NASH",4.41077893097503,0.0519481650503779,0.0736997359324756,0.70486229554436,0.480895936302187,0.836103161979938
"450","g__Brachyspira","NASH",2.14887415672436,0.048618879429409,0.102996509393674,0.472043952903078,0.636895416301533,0.980008089118082
"451","g__Anaeroplasma","NASH",18.1557648083658,-3.3881584865557,0.1721786618103,-19.678155532935,3.31861958724467e-86,5.07748796848434e-84
"452","g__Mycoplasma","NASH",3.07815259135618,0.824876994036229,0.153820495564664,5.36259482852506,8.20348767288063e-08,9.65487395346721e-07
"453","k__Bacteria_p__Tenericutes_c__Mollicutes_o__RF39_f___g__","NASH",59.260252473447,-0.642807656390401,0.128758041563052,-4.99236900924453,5.96431634631888e-07,5.70337750616743e-06
"454","k__Bacteria_p__TM7_c__TM7-3_o__CW040_f__F16_g__","NASH",6.56047760770537,-0.290654789832374,0.108676123540106,-2.67450457712646,0.00748397546139143,0.0254455165687308
"455","g__Akkermansia","NASH",91.9042821785518,-0.866979088076701,0.24308986921011,-3.56649617235734,0.000361786091668131,0.00178558942016852
"456","g__Deinococcus","HCC",2.18970590094069,-0.16009749344836,0.0971577226412819,-1.6478102727815,0.0993916103398759,0.275731564168688
"457","g__Meiothermus","HCC",1.21766448077505,-0.0738679308321543,0.135144749142324,-0.546583802189477,0.584664699747326,0.994489743553685
"458","g__Thermus","HCC",4.36887552712745,0.062316317464505,0.10394059179989,0.599537835848374,0.548814287130127,0.960334952666492
"459","g__Actinomyces","HCC",2.02860440997508,-0.0247851555303658,0.100132217706064,-0.24752428437291,0.804502499886706,0.99996288993704
"460","g__Brevibacterium","HCC",2.09822032620335,0.115469231636968,0.0991161967155988,1.16498852320063,0.244023638484055,0.574959805743252
"461","g__Cellulomonas","HCC",1.02992945954208,0.0652882647342022,0.140704916073703,0.464008412470842,0.64264171848342,0.994489743553685
"462","g__Corynebacterium","HCC",6.40616674849569,0.544890028102499,0.0944978799468196,5.76616140392933,8.10973965541892e-09,9.2991681382137e-08
"463","k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Microbacteriaceae_g__","HCC",1.03475341641203,-0.0832573885204645,0.140248250578225,-0.593642973635715,0.552750932058039,0.960334952666492
"464","g__Leucobacter","HCC",2.0261847627841,0.0198966732875046,0.100231759558704,0.198506674681806,0.842648663022447,0.99996288993704
"465","g__Micrococcus","HCC",2.03582294032015,-0.0352774925009297,0.0999972027317379,-0.352784793346355,0.724249784880297,0.998865882745812
"466","g__Rothia","HCC",2.02621151773854,0.00616990979904255,0.100212679846354,0.0615681549331109,0.950906737494594,0.99996288993704
"467","g__Mycobacterium","HCC",5.1279849024888,0.0130483030009585,0.0632059203451259,0.206441151868532,0.836446328520387,0.99996288993704
"468","g__Rhodococcus","HCC",2.01177341022785,-2.35128890620181e-06,0.100558062119472,-2.33824007408602e-05,0.999981343543456,0.999981343543456
"469","k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Sporichthyaceae_g__","HCC",1.04912721185138,0.115470349494272,0.140143237267158,0.823945213097569,0.409970688658309,0.810516763784243
"470","k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__","HCC",1.03476715575629,0.0241765308984606,0.140146589068184,0.172508878447968,0.863037482005053,0.99996288993704
"471","g__Bifidobacterium","HCC",74.8253091905176,0.826317215273035,0.16060128117556,5.14514709487127,2.67311272694358e-07,2.41987046860155e-06
"472","k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__","HCC",105.530559411514,0.353500199101701,0.194724908919959,1.81538253663791,0.0694651429005043,0.195868927522733
"473","g__Adlercreutzia","HCC",24.4623672698713,-0.0311369256036873,0.0705888131055846,-0.441102835333321,0.659138550960001,0.994489743553685
"474","k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f___g__","HCC",296.152161975671,0.291987582328432,0.221218652399553,1.3199048957276,0.186866772831851,0.479717685478781
"475","g__Odoribacter","HCC",177.460696631926,0.271084564060246,0.188599058287016,1.43735905429444,0.150615996916926,0.392514416207745
"476","g__Bacteroides","HCC",2017.01231295768,-0.0618175786704988,0.136878739571145,-0.451622939137076,0.651540641672052,0.994489743553685
"477","g__Parabacteroides","HCC",751.06079581928,0.363526265455144,0.162565666251707,2.23618106969944,0.0253399127134865,0.0889482650350956
"478","g__Prevotella","HCC",955.866545318245,-6.70720818367172,0.185867677363188,-36.0859310172889,3.77002610483061e-285,6.48444490030864e-283
